"ITEM_ID","LABEL","REVIEW_ID","KEYWORDS","Cat","ABSTRACT","TITLE"
"scopus-84878001014",0,"NDC-SOLES","acetylcholine; adenosine triphosphate; amyloid precursor protein; antidepressant agent; cuprizone; cyclic AMP responsive element binding protein; DOPA; dopamine; dopamine 2 receptor; dopamine receptor; fluoxetine; glutamate receptor; glutamic acid; interleukin 1 receptor blocking agent; interleukin 1 receptor type II; interleukin 1beta; interleukin 2; ionotropic receptor; messenger RNA; metabotropic receptor; neurotransmitter; nicotinic receptor; noradrenalin; psychotropic agent; quetiapine; risperidone; serotonin; tricyclic antidepressant agent; tumor necrosis factor alpha; unindexed drug; antiinflammatory activity; article; autism; brain slice; cell activation; central nervous system; cytokine release; depression; dopamine metabolism; epilepsy; human; in vitro study; inflammatory cell; major depression; mental disease; microglia; nerve cell network; neuropsychiatry; nonhuman; phagocytosis; positron emission tomography; protein interaction; protein phosphorylation; reverse transcription polymerase chain reaction; schizophrenia; synapse",NA,"","Neurotransmitters, psychotropic drugs and microglia: Clinical implications for psychiatry"
"scopus-84880325577",0,"NDC-SOLES","argipressin receptor; neuropeptide; oxytocin; oxytocin receptor; vasopressin; anxiety; article; autism; avoidance behavior; behavior disorder; compulsion; disease association; drug mechanism; empathy; hormonal regulation; hormone action; human; juvenile animal; maternal behavior; mental performance; nerve cell network; neuroanatomy; neurobiology; neuromodulation; neurotransmission; nonhuman; oxytocin release; priority journal; protein localization; psychopharmacotherapy; psychotherapy; rodent; social behavior; social cognition; social disability; social discrimination; social interaction; social phobia; social preference; social stress; symptom; treatment response; vasopressin release; Affiliative behavior; Autism; Oxytocin; Social approach; Social memory; Vasopressin; Animals; Behavior, Animal; Brain; Child; Child Development Disorders, Pervasive; Humans; Oxytocin; Social Behavior; Vasopressins",NA,"","Oxytocin and vasopressin in rodent behaviors related to social dysfunctions in autism spectrum disorders"
"scopus-84881087204",0,"NDC-SOLES","alkaline phosphatase; CD36 antigen; animal cell; animal experiment; animal model; animal tissue; article; bone mineralization; brush border; controlled study; CpG island; enzyme phosphorylation; fatty liver; human; human cell; human tissue; hyperlipidemia; lipid diet; mouse; nerve cell differentiation; nerve cell plasticity; nonhuman; nucleotide sequence; phenotype; priority journal; protein dephosphorylation; protein function; upregulation; Alkaline Phosphatase; Alzheimer Disease; Animals; Antigens, CD36; Enzyme Replacement Therapy; Fatty Acids; GPI-Linked Proteins; Humans; Hypophosphatasia; Lipopolysaccharides; Mice; Mice, Knockout; Up-Regulation",NA,"","Multisystemic functions of alkaline phosphatases"
"scopus-84883256782",0,"NDC-SOLES","biological marker; Bruchpilot protein; essential oil; hexanol; insect protein; pinene; PTEN induced putative kinase 1 B9; unclassified drug; animal experiment; animal model; animal tissue; antenna (organ); article; controlled study; disease association; down regulation; Drosophila melanogaster; electroanntenogram; electrography; immunohistology; male; mutator gene; neuroanatomy; neuromonitoring; neuropathology; neurophysiology; nonhuman; Parkinson disease; presynaptic membrane; protein expression; PTEN induced putative kinase 1 gene; sensory analysis; sensory stimulation; smelling; smelling disorder; Animals; Arthropod Antennae; Behavior, Animal; Disease Models, Animal; Drosophila melanogaster; Drosophila Proteins; Evoked Potentials; Gene Expression Regulation; Longevity; Male; Mitochondria; Mutation; Olfactory Bulb; Olfactory Perception; Parkinson Disease; Presynaptic Terminals; Protein-Serine-Threonine Kinases; Smell",NA,"","Impaired Sense of Smell in a Drosophila Parkinson's Model"
"scopus-84883780405",0,"NDC-SOLES","gene g protein beta 3; guanine nucleotide binding protein; unclassified drug; adolescent; adult; animal experiment; animal model; article; body mass; child; childhood obesity; chromosome 12; chromosome disorder; chromosome translocation; clinical article; comorbidity; comparative genomic hybridization; copy number variation; female; gene duplication; gene overexpression; genetic disorder; genetic resistance; genotype; homologous recombination; human; intellectual impairment; intraabdominal fat; lipid storage; macrocephaly; male; mouse; nonhuman; phenotype; preschool child; priority journal; satiety; school child; segmental duplication; seizure; transgenic mouse; wild type; Adolescent; Adult; Animals; Brain; Child; Child, Preschool; Chromosome Deletion; Chromosomes, Human, Pair 12; Chromosomes, Human, Pair 8; Disease Models, Animal; Female; Gene Duplication; GTP-Binding Proteins; Heterotrimeric GTP-Binding Proteins; Humans; Male; Mice; Mice, Transgenic; Pediatric Obesity; Pedigree; Syndrome; Translocation, Genetic",NA,"","Mouse model implicates GNB3 duplication in a childhood obesity syndrome"
"scopus-84884475253",0,"NDC-SOLES","1,3 dihydro 5 (2 fluorophenyl) 3 (1h indol 3 ylmethyl) 1 methyl 2h 1,4 benzodiazepin 2 one; 10,10 bis(4 pyridinylmethyl) 9(10h) anthracenone; alpha smooth muscle actin; linopirdine; messenger RNA; potassium channel KCNQ; potassium channel KCNQ1; potassium channel KCNQ2; potassium channel KCNQ3; potassium channel KCNQ4; potassium channel KCNQ5; potassium channel stimulating agent; retigabine; unclassified drug; animal cell; animal experiment; animal model; animal tissue; antibody specificity; article; bladder; bladder spasm; confocal microscopy; controlled study; drug effect; drug mechanism; drug potency; electrophysiology; gene expression; guinea pig; IC 50; immunohistochemistry; molecular dynamics; muscle action potential; muscle isometric contraction; muscle spasm; muscle strength; muscle tone; nonhuman; protein expression; protein function; protein localization; quantitative analysis; reverse transcription polymerase chain reaction; smooth muscle; Acetylcholine; Animals; Anthracenes; Benzodiazepines; Blotting, Western; Carbamates; Cells, Cultured; Electric Stimulation; Guinea Pigs; Immunoenzyme Techniques; KCNQ Potassium Channels; Male; Membrane Transport Modulators; Muscle Contraction; Muscle, Smooth; Patch-Clamp Techniques; Phenylenediamines; Real-Time Polymerase Chain Reaction; Reverse Transcriptase Polymerase Chain Reaction; RNA, Messenger; Urinary Bladder",NA,"","Molecular Expression and Pharmacological Evidence for a Functional Role of Kv7 Channel Subtypes in Guinea Pig Urinary Bladder Smooth Muscle"
"scopus-84887489425",0,"NDC-SOLES","4 aminobutyric acid; adenosine triphosphate; AMPA receptor; amyloid beta protein; biocytin; calcium chelating agent; calcium ion; cyclic AMP; dextro serine; epidermal growth factor; excitatory amino acid transporter; ferrous chloride; glial fibrillary acidic protein; glutamic acid; kainic acid; metabotropic receptor; muscarinic receptor; n methyl dextro aspartic acid receptor; neurotransmitter; neurotransmitter receptor; noradrenalin; oxytocin; valproic acid; vasopressin; 4 aminobutyric acid release; action potential; Alzheimer disease; article; astrocyte; brain function; brain slice; calcium metabolism; calcium signaling; cell function; cell structure; cerebellum; dendrite; epilepsy; exocytosis; extracellular matrix; extracellular space; gap junction; glia cell; gliosis; hippocampus; human; ion transport; locomotion; long term depression; long term potentiation; metabolite; microelectrode; molecular dynamics; nerve cell excitability; nerve cell network; nerve cell plasticity; neuromodulation; neuropathology; neurophysiology; neurotransmitter release; nonhuman; oscillation; presynaptic inhibition; priority journal; protein expression; protein phosphorylation; slow inward current; somatosensory cortex; supraoptic nucleus; synapse; synaptic transmission; glia; glia-neuron interactions; glial plasticity; potentiation; Animals; Astrocytes; Calcium Signaling; Humans; Mice; Neuronal Plasticity; Neurons; Rats; Synapses; Synaptic Transmission",NA,"","Astrocyte plasticity: Implications for synaptic and neuronal activity"
"scopus-84893857631",0,"NDC-SOLES","histone demethylase; KDM6B protein, human; Kdm6b protein, mouse; age; animal; C57BL mouse; cell culture; disease model; enzymology; epigenetics; gene silencing; genetic transfection; genetics; human; immunology; male; metabolism; microglia; mouse; Parkinson disease; pathology; phenotype; Age Factors; Animals; Cells, Cultured; Disease Models, Animal; Epigenomics; Gene Knockdown Techniques; Humans; Jumonji Domain-Containing Histone Demethylases; Male; Mice; Mice, Inbred C57BL; Microglia; Parkinson Disease; Phenotype; Transfection",NA,"","Jmjd3 is essential for the epigenetic modulation of microglia phenotypes in the immune pathogenesis of Parkinson's disease"
"scopus-84895787603",0,"NDC-SOLES","alanine aminotransferase; aspartate aminotransferase; bupleurum chinense extract; Bupleurum root extract; CD3 antigen; CD4 antigen; CD8 antigen; creatinine; cytochrome P450 1A2; cytochrome P450 3A4; gamma interferon; immunoglobulin G; interleukin 1; interleukin 10; interleukin 12; Scutellaria baicalensis extract; transcription factor PAX5; transforming growth factor beta receptor 2; transforming growth factor beta1; unclassified drug; alanine aminotransferase blood level; animal cell; animal experiment; animal model; animal tissue; article; aspartate aminotransferase blood level; autoimmune hepatitis; Bupleurum chinense; controlled study; creatinine blood level; drug induced disease; gene expression profiling; immunomodulation; male; microenvironment; mouse; nonhuman; peripheral blood mononuclear cell; Scutellaria baicalensis; Autoantibody; autoimmune hepatitis (AIH); Bupleurum chinense DC (Bc); herbs; Scutellaria baicalensis Georgi (Sb); Alanine Transaminase; Analysis of Variance; Animals; Antibodies, Antinuclear; Aspartate Aminotransferases; Bupleurum; Creatinine; Cytokines; Disease Models, Animal; Gene Expression Profiling; Hepatitis, Autoimmune; Immunoglobulin G; Leukocytes, Mononuclear; Male; Mice; Mice, Inbred C57BL; Plant Extracts; Scutellaria baicalensis",NA,"","Herb-induced autoimmune-like hepatitis in C57BL/6J mice"
"scopus-84896714283",0,"NDC-SOLES","5 methylcytosine; DNA; Alzheimer disease; animal experiment; animal model; article; autism; bipolar disorder; body weight; controlled study; CpG island; DNA methylation; gene expression; genetic association; hippocampus; hyperactivity; long term potentiation; major depression; male; malnutrition; mania; mouse; nonhuman; Parkinson disease; schizophrenia; thalamus; transcription initiation site; animal; DNA methylation; genetic epigenesis; genetics; hippocampus; malnutrition; pathophysiology; thalamus; Animals; DNA; DNA Methylation; Epigenesis, Genetic; Hippocampus; Long-Term Potentiation; Male; Malnutrition; Mice; Thalamus",NA,"","DNA methylation profiling in the thalamus and hippocampus of postnatal malnourished mice, including effects related to long-term potentiation"
"scopus-84899693076",0,"NDC-SOLES","CARM 1 protein; cell protein; collagenase 3; E1A associated p300 protein; gelatinase A; nuclear receptor coactivator 2; steroid receptor coactivator 1; steroid receptor coactivator 3; unclassified drug; verrucarin A; antineoplastic agent; coactivator-associated arginine methyltransferase 1; histone acetyltransferase PCAF; Ncoa1 protein, mouse; NCOA2 protein, human; NCOA3 protein, human; nuclear receptor coactivator 2; protein arginine methyltransferase; steroid receptor coactivator 1; steroid receptor coactivator 3; trichothecene derivative; tumor protein; verrucarin A; article; cancer cell; cell migration; concentration response; drug activity; drug cytotoxicity; drug identification; drug protein binding; drug sensitization; gene expression; high throughput screening; human; human cell; liver cell; protein degradation; protein function; transcription termination; antagonists and inhibitors; chemistry; drug effects; HeLa cell line; metabolism; Neoplasms; signal transduction; Antineoplastic Agents, Phytogenic; HeLa Cells; Humans; Neoplasm Proteins; Neoplasms; Nuclear Receptor Coactivator 1; Nuclear Receptor Coactivator 2; Nuclear Receptor Coactivator 3; p300-CBP Transcription Factors; Protein-Arginine N-Methyltransferases; Proteolysis; Signal Transduction; Trichothecenes",NA,"","Identification of verrucarin a as a potent and selective steroid receptor coactivator-3 small molecule inhibitor"
"scopus-84901416402",0,"NDC-SOLES","glial fibrillary acidic protein; green fluorescent protein; gelatinase A; glial fibrillary acidic protein; messenger RNA; animal cell; animal experiment; animal model; apoptosis; article; controlled study; female; fluorescence microscopy; histopathology; mesenchymal stem cell; mouse; neuroprotection; nick end labeling; nonhuman; protein expression; real time polymerase chain reaction; retina; retina injury; stem cell transplantation; transplantation; animal; C57BL mouse; cell motion; cytology; gene expression regulation; genetics; laser; mesenchymal stem cell transplantation; mesenchymal stroma cell; procedures; Animals; Apoptosis; Cell Movement; Female; Gene Expression Regulation; Glial Fibrillary Acidic Protein; Lasers; Matrix Metalloproteinase 2; Mesenchymal Stem Cell Transplantation; Mesenchymal Stromal Cells; Mice; Mice, Inbred C57BL; Retina; RNA, Messenger",NA,"","Therapeutic effect of bone marrow mesenchymal stem cells on laser-induced retinal injury in mice"
"scopus-84904119223",0,"NDC-SOLES","biological marker; chaperone; immunoglobulin binding protein; initiation factor 2alpha; initiation factor 4E; initiation factor 4E binding protein 1; oxytocin; protein kinase; protein kinase B; protein kinase rna like endoplasmic reticulum kinase; protein tribbles 3; regulator protein; unclassified drug; X box binding protein 1; carrier protein; DNA binding protein; Eif4ebp1 protein, rat; oxytocin; PERK kinase; phosphoprotein; protein kinase R; regulatory factor X transcription factors; transcription factor; animal cell; article; autophagy; CACO 2 cell line; cellular stress response; controlled study; endoplasmic reticulum stress; nonhuman; priority journal; protein phosphorylation; rat; unfolded protein response; animal; cell line; intestine cell; metabolism; pathology; phosphorylation; signal transduction; Animals; Carrier Proteins; Cell Line; DNA-Binding Proteins; eIF-2 Kinase; Endoplasmic Reticulum Stress; Enterocytes; Oxytocin; Phosphoproteins; Phosphorylation; Rats; Signal Transduction; Transcription Factors; Unfolded Protein Response",NA,"","Oxytocin modulates markers of the unfolded protein response in Caco2BB gut cells"
"scopus-84904351925",0,"NDC-SOLES","beta catenin; frizzled protein; frizzled protein 7; unclassified drug; vascular endothelial cadherin; Wnt protein; beta catenin; cadherin; CTNNB1 protein, mouse; Fzd7 protein, mouse; G protein coupled receptor; glycogen synthase kinase 3; animal experiment; animal model; animal tissue; article; blood vessel permeability; cell contact; cell junction; cell membrane; cell membrane permeability; controlled study; down regulation; endothelium; endothelium cell; gene deletion; gene overexpression; gene silencing; gene targeting; human; human cell; in vivo study; molecular interaction; molecule; mouse; nonhuman; priority journal; protein expression; protein interaction; protein phosphorylation; vascularization; Wnt signaling pathway; animal; capillary permeability; cell communication; cell junction; endothelium cell; metabolism; physiology; signal transduction; transgenic mouse; vascular endothelium; Wnt signaling pathway; Animals; beta Catenin; Cadherins; Capillary Permeability; Cell Communication; Endothelial Cells; Endothelium, Vascular; Glycogen Synthase Kinase 3; Intercellular Junctions; Mice; Mice, Transgenic; Receptors, G-Protein-Coupled; Signal Transduction; Wnt Signaling Pathway",NA,"","Frizzled7 controls vascular permeability through theWnt-canonical pathway and cross-talk with endothelial cell junction complexes"
"scopus-84905393591",0,"NDC-SOLES","ATM protein; carcinogen; small interfering RNA; ATM protein; nuclear receptor NR2C2; phosphatidylinositol 3,4,5 trisphosphate 3 phosphatase; tumor suppressor protein; animal cell; animal experiment; animal model; animal tissue; Article; cancer inhibition; carcinogenesis; cell transformation; controlled study; DNA damage; DNA repair; female; gene function; gene silencing; human; human cell; human tissue; immunohistochemistry; in vitro study; in vivo study; male; mouse; nonhuman; priority journal; prostate cell; prostatic intraepithelial neoplasia; TR4 gene; tumor suppressor gene; animal; article; cell transformation; disease model; gene expression; genetic transcription; genetics; knockout mouse; metabolism; pathology; prostate tumor; prostatic intraepithelial neoplasia; tumor cell line; Animals; Ataxia Telangiectasia Mutated Proteins; Cell Line, Tumor; Cell Transformation, Neoplastic; Disease Models, Animal; DNA Damage; DNA Repair; Gene Expression; Humans; Immunohistochemistry; Male; Mice; Mice, Knockout; Nuclear Receptor Subfamily 2, Group C, Member 2; Prostatic Intraepithelial Neoplasia; Prostatic Neoplasms; PTEN Phosphohydrolase; Transcription, Genetic; Tumor Suppressor Proteins",NA,"","TR4 nuclear receptor functions as a tumor suppressor for prostate tumorigenesis via modulation of DNA damage/repair system"
"scopus-84905503311",0,"NDC-SOLES","biological marker; probiotic agent; blood; breast milk; chemistry; Enterocolitis, Necrotizing; growth, development and aging; human; infant; intestine; microbiology; nutritional support; pathology; prematurity; treatment outcome; Biological Markers; Enterocolitis, Necrotizing; Humans; Infant; Infant, Premature; Intestines; Milk, Human; Nutritional Support; Probiotics; Treatment Outcome; Animalia",NA,"","Necrotizing enterocolitis"
"scopus-84906267311",0,"NDC-SOLES","alpha tocopherol; antioxidant; apolipoprotein E; ascorbic acid; glial fibrillary acidic protein; water; adult; affect; animal experiment; anxiety; aptitude test; article; avoidance behavior; cognition; controlled study; diet supplementation; dietary intake; drug effect; exercise; female; functional status; genotype; learning; male; Morris water maze test; mouse; nonhuman; priority journal; protein expression; sedentary lifestyle; task performance; treatment outcome; vitamin supplementation",NA,"","Exercise training and antioxidant supplementation independently improve cognitive function in adult male and female GFAP-APOE mice"
"scopus-84907322714",0,"NDC-SOLES","B lymphocyte receptor; beta catenin; cyclin D1; fingolimod; glycogen synthase kinase 3beta; Hermes antigen; I kappa B alpha; ibrutinib; immunoglobulin enhancer binding protein; interleukin 4; lipocortin 5; mitogen activated protein kinase; mitogen activated protein kinase 1; mitogen activated protein kinase 3; Myc protein; phorbol 13 acetate 12 myristate; phosphatidylinositol 3 kinase; phosphoprotein phosphatase 2A; protein bcl 2; protein kinase B; protein kinase C beta; protein mcl 1; sotrastaurin; stromal cell derived factor 1; toll like receptor 9; tumor necrosis factor alpha; beta catenin; CTNNB1 protein, human; glycogen synthase kinase 3; glycogen synthase kinase 3 beta; lymphocyte antigen receptor; phorbol 13 acetate 12 myristate; protein kinase C beta; protein kinase inhibitor; pyrrole derivative; quinazoline derivative; sotrastaurin; antineoplastic activity; antiproliferative activity; apoptosis; article; B lymphocyte activation; bone marrow stroma cell; cell culture; cell death; cell growth; cell proliferation; cell survival; cell viability; chronic lymphatic leukemia; clinical article; controlled clinical trial; controlled study; drug cytotoxicity; enzyme activity; enzyme phosphorylation; human; human cell; in vitro study; in vivo study; leukemia cell; lymphocyte depletion; natural killer cell; phosphorylation; plasma protein binding; priority journal; protein dephosphorylation; protein expression; protein targeting; real time polymerase chain reaction; T lymphocyte; tumor microenvironment; antagonists and inhibitors; drug effects; drug screening; enzymology; Leukemia, Lymphocytic, Chronic, B-Cell; metabolism; pathology; tumor cell culture; Wnt signaling pathway; Apoptosis; beta Catenin; Cell Proliferation; Cell Survival; Drug Screening Assays, Antitumor; Glycogen Synthase Kinase 3; Humans; Leukemia, Lymphocytic, Chronic, B-Cell; Protein Kinase C beta; Protein Kinase Inhibitors; Pyrroles; Quinazolines; Receptors, Antigen, B-Cell; Tetradecanoylphorbol Acetate; Tumor Cells, Cultured; Tumor Microenvironment; Wnt Signaling Pathway",NA,"","PKC-β as a therapeutic target in CLL: PKC inhibitor AEB071 demonstrates preclinical activity in CLL"
"scopus-84907478287",0,"NDC-SOLES","brain protein; LC3 2 protein; mammalian target of rapamycin; mammalian target of rapamycin complex 1; metabotropic receptor; protein p62; protein S6; rapamycin; small interfering RNA; tuberin; tuberous sclerosis complex 1 protein; unclassified drug; MTOR protein, human; target of rapamycin kinase; Atg7 gene; autism; brain development; cell density; complex formation; dendritic spine; dendritic spine density; dendritic spine pruning; dopaminergic nerve cell; enzyme activation; gene; gene deletion; hippocampus; human; incidence; knockout mouse; long term depression; macroautophagy; mouse model; mouse mutant; nerve cell culture; nerve cell growth; nerve cell plasticity; neurotransmission; nonhuman; phenotype; protein phosphorylation; protein synthesis; recognition; Short Survey; signal transduction; social behavior; synaptic inhibition; transcription elongation; translation initiation; animal; autism; autophagy; female; genetics; male; metabolism; nerve cell; note; pathology; physiology; synapse; Animals; Autistic Disorder; Autophagy; Dendritic Spines; Female; Humans; Male; Neurons; Synapses; TOR Serine-Threonine Kinases",NA,"","Shaping Dendritic Spines in Autism Spectrum Disorder: mTORC1-Dependent Macroautophagy"
"scopus-84907686182",0,"NDC-SOLES","cyclic AMP responsive element binding protein; interleukin 1beta; LIM kinase 1; microRNA; microRNA 101; microRNA 107; microRNA 10b; microRNA 125b; microRNA 126; microRNA 132; microRNA 141; microRNA 145; microRNA 146a; microRNA 155; microRNA 16; microRNA 20a; microRNA 21; microRNA 210; microRNA 214; microRNA 22; microRNA 24; microRNA 26a; microRNA 29a; microRNA 29b; microRNA 31; microRNA 34a; microRNA 375; microRNA 9; neurotrophin 3; protein bcl 2; biological marker; microRNA; MIRN132 microRNA, human; MIRN134 microRNA, human; MIRN146 microRNA, human; MIRN21 microRNA, human; MIRN34 microRNA, human; apoptosis; Article; biogenesis; chromatin assembly and disassembly; dendritic spine; DNA methylation; down regulation; epilepsy; gene expression regulation; histone modification; human; inflammation; nerve fiber growth; nonhuman; pathogenesis; pathophysiology; RNA editing; RNA translation; upregulation; animal; brain; epilepsy; metabolism; signal transduction; Animals; Biological Markers; Brain; Epilepsy; Gene Expression Regulation; Humans; MicroRNAs; Signal Transduction",NA,"","MicroRNAs dysregulation in epilepsy"
"scopus-84907937839",0,"NDC-SOLES","Insecticides; Oxidation; Soils; Stereochemistry; Ecotoxicological effects; Inter-system crossings; Parallel system; Selective formation; Soil applications; Stereo-selective; Sulfoxidation; Thioethers; Stereoselectivity; fenamiphos; insecticide; phenol derivative; sulfoxide; fenamiphos; insecticide; organophosphorus compound; phenol derivative; safrole; soil pollutant; sulfone; sulfoxide; biotransformation; ecotoxicology; insecticide; numerical model; oxidation; pollution effect; soil pollution; adult; animal experiment; animal model; animal tissue; Article; controlled study; diastereoisomer; embryo; enantiomer; female; hydrolysis; nonhuman; oxidation; soil; stereochemistry; stereoisomerism; sulfoxidation; zebra; analogs and derivatives; chemistry; metabolism; oxidation reduction reaction; soil pollutant; Hydrolysis; Insecticides; Organophosphorus Compounds; Oxidation-Reduction; Phenols; Safrole; Soil Pollutants; Sulfones",NA,"","Probing the stereochemistry of successive sulfoxidation of the insecticide fenamiphos in soils"
"scopus-84908165185",0,"NDC-SOLES","calcium; calcium calmodulin dependent protein kinase II; calmodulin; chelating agent; Crebbp protein, rat; cyclic AMP responsive element binding protein binding protein; cyclooxygenase 2; enzyme activator; prostaglandin E2; protein kinase inhibitor; Ptgs2 protein, rat; animal; article; calmodulin-dependent kinase; cAMP-response element-binding protein; cell culture; cyclooxygenase-2; drug antagonism; drug effect; enzyme activation; enzymology; genetic transfection; genetics; male; metabolism; peritoneum macrophage; rat; RNA interference; time; Wistar rat; calcium; calmodulin; calmodulin-dependent kinase; cAMP-response element-binding protein; cyclooxygenase-2; prostaglandin E2; Animals; Calcium; Calcium-Calmodulin-Dependent Protein Kinase Type 2; Cells, Cultured; Chelating Agents; CREB-Binding Protein; Cyclooxygenase 2; Dinoprostone; Enzyme Activation; Enzyme Activators; Macrophages, Peritoneal; Male; Protein Kinase Inhibitors; Rats; Rats, Wistar; RNA Interference; Time Factors; Transfection",NA,"","Calcium/calmodulin-dependent protein kinase II regulates cyclooxygenase-2 expression and prostaglandin E2 production by activating cAMP-response element-binding protein in rat peritoneal macrophages"
"scopus-84908249404",0,"NDC-SOLES","chorionic gonadotropin; Muellerian inhibiting factor; testosterone; transcription factor EMX2; empty spiracles homeobox proteins; homeodomain protein; transcription factor; Article; bifid scrotum; case report; child; chromosome 10q; chromosome deletion; chromosome microdeletion; cystography; developmental disorder; disorder of sex development; echography; EMX2 gene; fluorescence in situ hybridization; gene sequence; genitoplasty; gonadal dysgenesis; haploinsufficiency; histology; human; human tissue; hypospadias; infant; intraabdominal testis; karyotype 46,XY; kidney ultrasound; male; male genital system surgery; micropenis; Mullerian recessus; orchidopexy; polymerase chain reaction; preschool child; scoliosis; scrotum disorder; solitary kidney; testicular dysgenesis; testicular dysgenesis; testis disease; ureter surgery; uretroplasty; chromosome 10; disorder of sex development; gene deletion; genetics; phenotype; 46, XY Disorders of Sex Development; Child, Preschool; Chromosomes, Human, Pair 10; Disorders of Sex Development; Homeodomain Proteins; Humans; Male; Phenotype; Sequence Deletion; Transcription Factors",NA,"","Severe sex differentiation disorder in a boy with a 3.8 Mb 10q25.3-q26.12 microdeletion encompassing EMX2"
"scopus-84909619977",0,"NDC-SOLES","fibronectin; Hermes antigen; laminin; oligodendrocyte transcription factor 2; tumor protein; actin filament; animal cell; animal model; animal tissue; APC gene; APP gene; AQP4 gene; Article; BMP7 gene; brain cortex; cancer stem cell; carcinoma in situ; CD44 gene; CDC20 gene; CDC42 gene; CDH2 gene; cell adhesion; cell infiltration; cell invasion; cell migration; cell polarity; chemotaxis; CHI3L1 gene; controlled study; corpus callosum; CTNNB1 gene; down regulation; EPHA4 gene; epithelial mesenchymal transition; extracellular matrix; FBXO5 gene; FGF2 gene; FGFR1 gene; gene expression; gene mapping; glioblastoma; glioma; host cell; human; human cell; immunoblotting; immunohistochemistry; laser microdissection; microarray analysis; mitosis; mouse; NANOG gene; NCAM1 gene; NESTIN gene; nonhuman; OCT4 gene; OLIG2 gene; PARD3 gene; PLAUR gene; PLXNA4 gene; SEMA5A gene; SOX2 gene; STAT3 gene; TGFB3 gene; tumor gene; tumor microenvironment; upregulation; WISP1 gene; wound healing; adult; animal; biosynthesis; brain tumor; cancer transplantation; cell proliferation; clinical trial; female; gene expression regulation; genetics; glioma; male; metabolism; pathology; SCID mouse; tumor invasion; tumor microenvironment; xenograft; Adult; Animals; Brain Neoplasms; Cell Proliferation; Female; Gene Expression Regulation, Neoplastic; Glioma; Heterografts; Humans; Male; Mice; Mice, SCID; Neoplasm Invasiveness; Neoplasm Proteins; Neoplasm Transplantation; Tumor Microenvironment",NA,"","Identification of molecular pathways facilitating Glioma cell invasion in situ"
"scopus-84910047122",0,"NDC-SOLES","glyceraldehyde 3 phosphate dehydrogenase; interleukin 1beta; proline rich protein; rheumatoid factor; transcription factor PAX6; biological marker; PAX5 protein, human; RNA; transcription factor PAX5; adult; Article; blepharitis; clinical article; conjunctiva; controlled study; disease marker; down regulation; dry eye; eye inflammation; female; human; human tissue; impression cytology; keratinization; labial salivary gland focus score; male; meibomitis; middle aged; ocular staining score; ocular surface disease; outcome assessment; phenotype; protein expression; real time polymerase chain reaction; Schirmer test; scoring system; Sjoegren syndrome; tear breakup time; visual system parameters; biosynthesis; comparative study; down regulation; genetics; keratoconjunctivitis sicca; metabolism; pathology; phenotype; polymerase chain reaction; Sjoegren syndrome; B-Cell-Specific Activator Protein; Biological Markers; Conjunctiva; Down-Regulation; Female; Humans; Keratoconjunctivitis Sicca; Male; Middle Aged; Phenotype; Polymerase Chain Reaction; RNA; Sjogren's Syndrome",NA,"","Establishing PAX6 as a biomarker to detect early loss of ocular phenotype in human patients with sjögren’s syndrome"
"scopus-84910679094",0,"NDC-SOLES","adolescent; Article; autism; computer mouse; computer program; controlled study; emotion; female; human; human experiment; intervention study; Kolmogorov Smirnov test; male; task performance",NA,"","Assisting students with autism to cooperate with their peers to perform computer mouse collaborative pointing operation on a single display simultaneously"
"scopus-84920973383",0,"NDC-SOLES","Biochemistry; Glucose; Physiology; ATP level; Glucose metabolism; Half lives; Key regulators; Metabolic changes; Mitochondrial damage; Metabolism; adenosine triphosphate; carbonyl cyanide chlorophenylhydrazone; deoxyglucose; messenger RNA; parkin; protein serine threonine kinase; serine threonine kinase PINK1; unclassified drug; adenosine triphosphate; carbonyl cyanide chlorophenylhydrazone; glucose; parkin; protein kinase; PTEN-induced putative kinase; ubiquitin protein ligase; animal cell; Article; bioenergy; cell damage; cell membrane depolarization; cell stress; cellular distribution; controlled study; embryo; enzyme metabolism; enzyme repression; enzyme stability; gene expression regulation; glucose metabolism; glycolysis; HeLa cell line; human; human cell; intracellular signaling; light related phenomena; mitochondrial damage; mitochondrial depolarization; mitochondrial dynamics; mitophagy; molecular dynamics; mouse; nonhuman; oxidative phosphorylation; photoirradiation; protein expression; protein function; protein transport; RNA translation; transcription regulation; upregulation; biosynthesis; drug effects; energy metabolism; genetics; metabolism; mitochondrion; mitophagy; Parkinson disease; pathology; Adenosine Triphosphate; Carbonyl Cyanide m-Chlorophenyl Hydrazone; Energy Metabolism; Glucose; Humans; Mitochondria; Mitochondrial Degradation; Parkinson Disease; Protein Kinases; Ubiquitin-Protein Ligases",NA,"","Role of glucose metabolism and ATP in maintaining PINK1 levels during Parkin-mediated mitochondrial damage responses"
"scopus-84922042119",0,"NDC-SOLES","transcription factor FOXP2; animal communication; Article; diagonal band of Broca; evolution; FOXP2 gene; gesture; hominid; Homo neanderthalensis; human; language; language disability; left hemisphere; linguistics; natural selection; nonhuman; nonverbal communication; right handedness; right hemisphere; social learning; speech disorder; speech perception; vocalization; Wernicke area; Animalia; Aves; Homo sapiens; Mammalia; Mus; Primates",NA,"","Communication and language in animals"
